Segment ID,Source Segment,Segment Origin,Comments,Human Translation,Human Translation rating,Google Translate,Google Translate rating,Kakao i,Kakao i rating
198,La Comisión de Control Presupuestario del Parlamento Europeo (CONT) recomendó recuperar el dinero a partir de un recorte proporcional en futuros fondos para el grupo Europa de las Naciones y la Libertad.,ABC,,EU 의회 예산관리위원회(CONT)는 앞으로 MELD에 할당된 자금에서 점진적으로 예산을 감축하여 돈을 매꿀 것을 권장했다. ,3,유럽 ,1,유럽 ,2
199,«No creo que el Parlamento Europeo esté ahora mejor preparado porque el sistema siempre ha funcionado. ,ABC,,"""유럽의회가 준비가 제대로 잘 안 됐다고 생각한다. 왜냐하면 시스템은 항상 잘 굴러갔기 때문이다. ",1,"""나는 시스템이 항상 일 때문에 유럽 의회는 지금 더 잘 준비라고 생각하지 않습니다. ",3,“유럽 의회가 지금 더 잘 준비되어 있다고 생각하지 않습니다.왜냐하면 그 제도가 항상 작동했기 때문입니다.,2
200,"Ha destapado fraudes y ahora ha habido un caso en el Tribunal en el que se ha pedido devolver el dinero», dijo Laurin Berresheim, quien prepara el trabajo de Arndt Khon (eurodiputado de los socialdemócratas alemanes) en el Comité de Control Presupuestario. ",ABC,,"부정행위를 은폐하더니 이제는 법원에 돈을 반환하라는 소송이 걸렸습니다.""라고 예산관리위원회에서 안 콘(독일 사회민주당 EU의원)의 작업을 도운 로렌 베레스하임은 밝혔다.   ",1,"그것은 사기를 밝혀 냈고 지금은 재판소에 돈을 돌려 줄 것을 요청한 사례가있다 ""라고 예산 통제위원회의 Arndt Khon (독일 사회 민주주의 자들의 MEP)의 작업을 준비하는 Laurin Berresheim은 말했다.",2,"그는 사기를 폭로했고, 현재 법정에서 돈을 돌려달라고 요청한 사례가 있다'고 아르트 콘(독일 사회민주당의 유럽 의회 의원)의 예산 통제 위원회에서 일을 준비한 로린 베레스하임은 말했다.",2
201,Este organismo supervisa cómo se gasta el dinero europeo: ,ABC,,이 기관은 유럽의 돈이 어떻게 쓰이는지를 감시한다. ,1,이기구는 유럽의 돈이 어떻게 소비되는지를 감시합니다.,2,이 기관은 유럽 돈이 어떻게 지출되는지 감독합니다.,2
202,"no solo cómo lo emplean miembros de las instituciones, sino también en lo que se refiere a proyectos europeos. ",ABC,,이는 기관 구성원들이 어떻게 돈을 쓰는지 뿐만 아니라 유럽 프로젝트도 포함한다. ,1,기관의 구성원들에 의해 사용되는 방법뿐만 아니라 유럽 프로젝트들에 대해서도 사용됩니다.,3,기관 구성원이 어떻게 사용하는지뿐만 아니라 유럽 프로젝트에도 사용됩니다.,2
203,"Según Gabriel Richard-Molard, asistente de Bresso y que también trabajó en esta moción, «hace diez años no teníamos un registro de transparencia adecuado ni un reglamento eficaz, tampoco una dirección general de finanzas. ",ABC,,"브레소의 보조아자 이 움직임에 가담하고 있는 가브리엘 리차드몰라는 ""10년 전 우리는 합당한 투명성 조사도, 효율적인 법안도 없었고 전반적인 재무의 방향성도 없었다. ",3,"Bresso의 조수 인 Gabriel Richard-Molard와이 운동에 또한 참여한 사람은 ""10 년 전에 적절한 투명성이나 효과적인 규제 또는 일반적인 금융 방향에 대한 기록이 없었습니다.",1,"브레소의 조수인 가브리엘 리처드 몰라드에 따르면, 그는 또한 10년 전에 적절한 투명성 기록이나 효과적인 규정, 전반적인 재무 관리가 없었습니다.",2
204,"Tuvimos que adaptarnos, sí, definitivamente estamos mejor preparados que antes».",ABC,,"물론 적응해야 된다. 지금 우리는 옛날보다 훨씬 더 준비가 잘 되어 있다.""고 밝혔다.",3,"우리는 적응해야했습니다. 예, 우리는 이전보다 확실히 준비가 잘되어 있습니다.",2,"우리는 적응해야만 했다. 예, 우리는 이전보다 확실히 더 잘 준비되어 있습니다. """,1
205,"Para Berresheim, los eurodiputados tienen todas las mismas reglas sobre cómo gastar su dinero; ",ABC,,베레스하임은 유럽의원들이 모두 동일한 지출 규정을 따른다고 말한다.  ,1,Berresheim에게있어 MEP는 돈을 쓰는 법에 대해 모두 동일한 규칙을 가지고 있습니다. “,3,"Berresheim의 경우, MEP는 돈을 쓰는 방법에 대해 동일한 규칙을 가지고 있습니다.",2
206,«pero las reglas no deberían ser más estrictas para los representantes de determinado color político: ,ABC,,"""그러나 특정 유색정당 대표들에게는 더 엄격한 규정이 있어서는 안된다.  ",3,«그러나 어떤 정치적 색채의 대표자들에게는 규칙이 엄격 해져서는 안된다.,2,"그러나 규칙은 특정 정치적 색의 대표자들에게 더 엄격해서는 안됩니다.""",1
207,sigue siendo una democracia».,ABC,,"이것도 민주주의를 따른다.""",2,그것은 여전히 ,1,그것은 민주주의로 남아 있습니다. ,2
208,"El 13 de septiembre de 2017, la Comisión Europea adoptó una propuesta para enmendar las normas sobre el estatuto y la financiación de los partidos políticos europeos y las fundaciones políticas europeas y con la que se pretende revisar el actual reglamento de 2014, previo a las elecciones europeas de 2019, para atajar varias lagunas legales. ",ABC,,2017년 9월 13일 유럽위원회는 유럽 정당 및 유럽 정치 기관들의 기본법 및 자금 조달에 관한 표준법을 수정하는 제안을 채택했다. 그리고 이를 통해 2019년 유럽선거 이전에 2014년 현행법을 개정하여 법의 취약점을 보안하려 한다.  ,1,2017 년 9 월 13 일 유럽 집행위원회는 유럽 정당 및 유럽 정치 기금에 관한 법규 및 기금에 관한 규칙을 개정하고 선거 이전에 현행의 2014 년 규정을 개정하고자하는 제안을 채택했습니다 여러 법적 허점을 다루기 위해 2019 년 유럽인.,3,"2017년 9월 13 일, 유럽 집행위원회는 유럽 정당 및 유럽 정치 재단의 지위 및 자금 조달에 관한 규칙을 개정하고 2019년 유럽 선거에 이르기까지 현재의 2014년 규정을 개정하여 여러 법적 격차를 해소할 것을 제안했습니다.",2
209,"«Las enmiendas propuestas se centran en proporcionar más transparencia, mejorar la legitimidad democrática y fortalecer la aplicación de la ley», según el informe sobre estatuto y el financiación de partidos políticos y las fundaciones europeas redactado por Wieland y Bresso. ",ABC,,"""제안된 개정안은 투명성 제고, 민주적 합법성 개선, 법안 실효성 마련을 기본 골자로 한다.""라고 빌란드와 브레소가 작성한 유럽 정당 및 정치 기관들의 기본법과 자금 조달에 관한 보고서에 나와 있다.  ",2,"""제안 된 개정안은 Wieland와 Bresso에 의해 작성된 정당과 유럽 재단의 법령과 기금에 관한 보고서에 따르면,보다 투명성을 제 공하고, 민주적 정당성을 향상시키고, 법률 적용을 강화하는 데 중점을 둡니다.",3,Wieland와 Bresso가 작성한 정당 및 유럽 재단의 지위 및 자금 조달에 관한 보고서에 따르면 '제안된 개정안은 투명성을 높이고 민주적 정당성을 향상 시키며 법 집행을 강화하는 데 중점을 둡니다.,1
210,"Esta moción, pendiente de la votación en el plenario, establece que particulares ya no pueden patrocinar el registro de un partido político europeo, solo partidos políticos. ",ABC,,아직 총회의 선거를 거쳐야 하는 이 계획안은 개인은 유럽 정당의 감사를 후원할 수 없고 오직 정당만이 할 수 있다고 정했다. ,1,총회에서 투표를 기다리는이 동의안은 개인이 더 이상 유럽 정당의 정당 등록을 후원 할 수 없다는 것을 확증합니다.,3,본회의에서 투표가 계류중인이 운동은 개인이 더 이상 유럽 정당의 등록을 후원할 수 없으며 정당만 후원할 수 있다고 명시합니다.,2
211,"«La financiación ahora se vinculará con los resultados reales de las votaciones, haciendo que los partidos políticos europeos sean más europeos», dijo el relator Rainer Wieland en una sesión informativa.",ABC,,"""유럽 정당들의 더 큰 유럽화를 가능하게 하는 이 자금 조달은 현재 투표의 실질적 결과에 달려 있다.""라고 관계자인 라이나 빌란드는 한 집회에서 말했다. ",1,"브리핑에서 레이더 위 랜드 (Raidereur Rainer Wieland)는 ""현재 자금 조달은 실제 투표 결과와 연결되어 유럽의 정당을 더욱 유럽 적으로 만든다""고 말했다.",2,"Rainer Wieland는 브리핑에서 ""금융은 이제 투표의 실제 결과와 연결되어 유럽 정당을보다 유럽적으로 만들 것""이라고 말했다.",3
212,"En 2018, según el informe de Bresso y Wieland, se ha asignado un total de 32,44 millones de euros para subvenciones a los partidos políticos europeos dentro del presupuesto de la UE, y 19,32 millones de euros para subvenciones a fundaciones políticas europeas. ",ABC,,"브레소와 빌란드의 보고서에 따르면 2018년에 EU 예산 중 3천244만 유로가 유럽 정당들의 보조금으로, 1천932만 유로가 유럽 정치 기관들의 보조금으로 할당되었다.  ",1,"Bresso와 Wieland 보고서에 따르면 2018 년 EU 예산 내에서 유럽 정당 보조금으로 324.4 백만 유로, 유럽 정치 재단 보조금으로 1,932 만 유로가 할당되었습니다. .",3,"브레소와 위 랜드 보고서에 따르면 2018 년까지 EU 예산 내에서 유럽 정당에 대한 보조금은 총 3244만 유로, 유럽 정치 재단 보조금은 1932만 유로로 할당되었습니다.",2
213,"Un donante puede donar un máximo de 18.000 euros al año, sin embargo, los nombres de los donantes solo deben ser publicados para cualquier donación por encima de los 3.000 euros.",ABC,,기부는 개인당 연 최대 1만8천 유로까지 가능하지만 기부자의 이름 공개는 3천 유로까지만 가능하다. ,2,"기증자는 연간 최대 18,000 유로를 기부 할 수 있지만, 기부자의 이름은 3,000 유로 이상의 기부금으로 만 게시되어야합니다.",2,"기부자는 연간 최대 18,000 유로를 기부할 수 있지만 기부자의 이름은 3,000 유로 이상의 기부금에만 게시되어야 합니다.",1
214,"Como se hizo eco el portal especializado «EUObserver», dos partidos ultranacionalistas en el Parlamento Europeo ya no tendrán derecho a recibir fondos de la UE después de no cumplir con las condiciones mínimas. ",ABC,,"전문포털 'EU 옵저버'가 밝혔듯, 이미 유럽의회의 두 초국가주의 정당은 최소한의 조건을 만족시키지 않으면 EU의 자금을 받을 권한을 상실하게 될 것이다.  ",1,전문 포털«EU Observer»의 말처럼 유럽 의회에 소속 된 2 개의 초 민족 주의자들은 최소 조건을 충족시키지 못하면 더 이상 EU 기금을받을 자격이 없다.,2,전문 포털 'EUObserver'가 되풀이됨에 따라 유럽 의회의 두 초 민족주의 정당은 최소한의 조건을 충족시키지 못한 후 더 이상 EU 기금을받을 자격이 없습니다.,3
215,"La autoridad independiente que supervisa los partidos y fundaciones anunció a finales de septiembre que la Alianza de los Movimientos Nacionales Europeos (AEMN) y la Alianza para la Paz y la Libertad (APF), donde se encuentra el UKIP británico, uno de los partidos más denunciados por abusos de los fondos europeos, han sido eliminadas de su lista de registro. ",ABC,,유럽 정당 및 기관을 감시하는 독립기관인 이 기관은 유럽국가운동당과 영국의 UKIP가 속한 평화자유당의 연대가 조사 명단에서 제외되었음 9월 말 밝혔다. 이들은 유럽 자금 횡령 혐의를 받고 있는 주요 정당이다.  ,1,유럽 연합 운동 연합 (AEMN)과 UKIP가 소재한 평화 자유 연맹 (APF)이 9 월 말에 발표 한 정당과 재단을 총괄하는 독립적 인 당국은 유럽의 자금 남용으로 비난 받아 등록 목록에서 삭제되었습니다.,2,정당과 재단을 감독하는 독립당국은 9월 말 유럽국가운동연합(AEMN)과 유럽자금 남용에 대해 가장 많이 비난받는 영국 UKIP가 있는 평화자유연합(APF)이 등록 목록에서 삭제되었다고 발표했다.,3
216,"A este último, ya disuelto, se le impuso la devolución 1,1 millones de euros al Parlamento Europeo por uso indebido de dinero europeo.",ABC,,후자는 이미 해체되었지만 유럽의 자금을 부당하게 사용하여 유럽의회에 110만 유로를 반환할 의무를 졌다. ,2,이미 해체 된 후자는 유럽의 돈을 오용하여 유럽 의회에 110 만 유로를 상환했다.,1,후자는 이미 해산되었으며 유럽 돈의 오용으로 유럽 의회에 110만 유로를 반환했습니다.,2
217,"El Parlamento Europeo está discutiendo el nuevo marco financiero plurianual para los años 2021-2027, donde está sobre la mesa la opción de otorgar más capacidad económica a la Autoridad para controlar el uso de los Fondos de la UE. ",ABC,,유럽의회는 2021-2017년을 위한 새 재정 틀을 계획하고 있다. 이는 유럽당국에 경제적 힘을 더 싣어 EU의 자금 지출을 통제하는 방안을 주요 골자로 한다.   ,1,유럽 의회는 2021 년에서 2027 년까지의 새로운 다년간 금융 체제에 대해 논의 중이며 EU 당국이 EU 자금 사용을 통제 할 수있는 경제적 능력을 더 많이 부여 할 수있는 방안이 논의되고있다.,2,"유럽 의회는 2021-2027 년의 새로운 다년간의 금융 체계에 대해 논의하고 있으며, EU 기금의 사용을 통제하기 위해 당국에 더 많은 경제적 능력을 부여할 수 있는 옵션이 테이블에 있습니다.",2
218,"«En este momento tenemos tres actores diferentes que verifican el uso de los Fondos de la UE: Dirección General de Finanzas (DGFIN), el Comité Independiente de Personas Eminente y también la Autoridad para los Partidos Políticos Europeos y las fundaciones políticas europeas (EUPPF) (...) ",ABC,,"""현재 EU 자금 운용을 확인할 수 있는 기관은 세 곳이다. 바로 재정총괄이사회(DGFIN), 저명인독립위원회, 유럽정당 및 정치 기관 당국(EUFPPF)이다. (...)  ",1,"""현재 EU 재무 기금 (DGFIN), 저명한 인물위원회 (Independent Committee of Eminent Persons), 그리고 유럽 정당 및 유럽 정치 재단 (EUPPF) 당국의 EU 기금 사용을 검증하는 3 가지 행위자가있다. (...)",1,"현재 우리는 EU 기금의 사용을 확인하는 세 가지 배우를 보유하고 있습니다 : 재무 총국 (DGFIN), 저명한 인물 독립위원회, 유럽 정당 및 유럽 정치 재단 당국 (EUPPF) (...)",3
219,"Pero aparte de la cuestión de tener una regulación adecuada para evaluar el uso indebido de los fondos europeos para actividades políticas, el punto principal es poder analizar de manera eficiente la forma en que utilizan los Fondos de la UE. ",ABC,,"유럽 기금이 정치활동에 불법적으로 사용되는 것을 판단하기 위해 적절한 규제안을 마련하는 것을 떠나서, 핵심은 EU 자금이 어떻게 사용되고 있는지 효과적으로 분석하는 힘이다. ",2,그러나 정치 자금에 대한 유럽 자금의 오용을 평가할 적절한 규제가있는 문제는 별개로 EU 자금 사용 방법을 효율적으로 분석 할 수있는 것이 주요 포인트입니다.,1,그러나 정치 활동을 위한 유럽 기금의 오용을 평가하기 위한 적절한 규제의 문제 외에도 주요 요점은 EU 기금이 사용하는 방식을 효율적으로 분석할 수 있다는 것입니다.,2
220,"Tenemos muy pocos recursos humanos aquí», concluye Bresso.",ABC,,"이를 위한 인적 자원이 너무 부족하다""라고 브레소는 말한다.",1,"우리는 여기에 인적 자원이 거의 없다 ""고 Bresso는 결론 지었다.",2,우리는 여기에 인적 자원이 거의 없다.'라고 브레소는 결론을 내린다.,2
221,[HEADLINE] Prevén alta tasa de participación en las elecciones estadounidenses,KBS World,,미 대선 참여율 높을 것으로 전망되다.,1,미국 선거의 높은 참여율 방지,3,미국 선거에 대한 높은 투표율을 예견하라,2
222,Estados Unidos celebra el martes 6 elecciones de mitad de periodo.,KBS World,,6일 화요일 미국에서 6개의 중간선거가 실시된다.,3,미국은 화요일 6 차례 중간 선거를 실시한다.,2,미국은 화요일 6개의 중간 선거를 실시한다.,1
223,"El estado de Vermont fue el primero en abrir las puertas de sus colegios electorales, a las 5 de la madrugada, hora local. ",KBS World,,버몬트 주가 현지 시각 새벽 5시에 처음으로 투표소 문을 연 선거구였다.  ,1,버몬트 주 (州)는 현지 시간으로 오전 5시에 처음으로 투표소 문을 열었습니다. ,1,버몬트주는 현지 시간으로 새벽 5시에 투표소 문을 처음으로 열었습니다.,2
224,"Las votaciones comienzan de este a oeste de forma consecutiva por los distintos husos horarios, y los comicios finalizarán al cerrar las urnas en Hawái a las 11 de la noche. ",KBS World,,선거는 동부에서 서부로 시차에 따라 순차적으로 진행되고 선거는 저녁 11시 하와이의 투표소가 닫히면 끝난다.  ,1,서로 다른 시간대를 거쳐 동서로 투표가 연속적으로 시작되며 하와이 여론 조사가 밤 11시에 끝나면 선거가 끝납니다.,2,"투표는 다양한 시간대에 의해 동서로 연속적으로 시작되며, 선거는 밤 11시에 하와이에서 투표가 끝날 때 끝납니다.",3
225,"Estos comicios renovarán los 435 escaños de la Cámara de Representantes, 35 de los 100 escaños del Senado y 36 de los 50 gobernadores. ",KBS World,,"이번 선거에서 435석의 하원과 100석 중 35석의 상원, 50석 중 36석의 주지사를 선출하게 된다. ",1,"이 선거는 하원 의원 435 석, 상원 100 석 중 35 석, 상원 50 석 중 36 석을 갱신한다.",2,"이 선거는 하원의 435 석, 상원의 100 석 중 35 석, 50 명의 주지사 중 36 석을 갱신할 것입니다.",2
226,"Se prevé una tasa de votación extraordinariamente elevada, pues para el pueblo estadounidense es la ocasión de evaluar los primeros dos años de Donald Trump como presidente. ",KBS World,,투표율이 이례적으로 높을 전망으로 이번 선거가 미국 국민들에게는 도널드 트럼프 대통령의 임기 첫 2년을 평가하는 자리이다.  ,1,미국 국민의 경우 도널드 트럼프 (Donald Trump)의 첫 2 년을 대통령으로 평가할 기회이기 때문에 매우 높은 투표율이 예상됩니다.,2,미국 국민이 도널드 트럼프의 첫 2 년을 대통령으로 평가할 수 있는 기회이기 때문에 매우 높은 투표율이 예상됩니다.,1
227,"Si bien la competencia es reñida, los expertos prevén que el Partido Demócrata renovará la mayoría en la cámara baja por primera vez en ocho años -suponiendo un gran obstáculo para Trump, que busca la relección en 2020-, mientras que estiman que el Senado mantendrá el predominio republicano. ",KBS World,,물론 경쟁이 심하지만 전문가들은 민주당이 8년만에 처음으로 하원을 장악할 것으로 (이는 2020년 재선을 꿈꾸는 트럼프 대통령에게 큰 장애물이 될 것이다) 보고 있는 한편 상원은 공화당이 여전히 우세할 전망이다. ,1,경쟁이 치열한 상황에서 전문가들은 8 년 만에 처음으로 민주당이 하원에서 다수를 갱신 할 것으로 예상한다. 트럼프는 2020 년 재선을 모색하는데 큰 걸림돌이된다. 공화당 우세,3,경쟁이 치열해지는 동안 전문가들은 민주당이 2020년 재선을 모색하는 트럼프에게 큰 장애물이 될 것이라고 가정하면서 민주당이 8년 만에 하원 다수를 갱신할 것으로 예상하고 상원은 공화당의 우위를 유지할 것으로 예상했다.,2
228,[HEADLINE] Investigan al gobernador de Jeju por presunta violación de la ley electoral,KBS World,,제주도 도지사 선거법 위반 혐의로 조사 받다.,1,선거법 위반 혐의로 제주 총독을 조사한다.,3,선거법 위반 혐의로 제주도지사에 대한 조사,2
229,"El gobernador de Jeju, Won Hee Ryong, fue interrogado por la Policía sospechoso de haber violado la Ley de elecciones a cargos públicos. ",KBS World,,원희룡 제주도 도지사는 공직선거법 위반 혐의로 경찰 조사를 받았다. ,1,제주도 원희룡 총재는 공직 선거법을 위반 한 것으로 의심되는 경찰이 의문을 제기했다.,3,원희룡 제주도지사는 공직선거법 위반 혐의로 경찰에 의해 심문을 받았다.,2
230,"En concreto, la acusación contra el político se centra en no respetar el periodo oficial de campaña al presentar sus promesas electorales y visiones antes de que el mismo empezara, y por divulgar falsa información al comentar sin pruebas objetivas que en la afluencia masiva de capital chino en el desarrollo urbano de Jeju estuvieron implicados, tanto el político que fue su rival en las elecciones, como un ex gobernador de Jeju. ",KBS World,,공식 선거운동 기간이 시작하기도 전에 선거 공약과 비전을 제시하여 기간을 지키지 않은 점과 객관적 증거도 없이 제주도 개발에 중국 자본이 대거 유입된 데에 자신의 선거 경쟁자였던 정치인과 제주도 전 도지사가 개입되었다고 거짓된 정보를 퍼트린 것이 그의 주요 혐의이다.  ,1,"특히 정치인에 대한 비난은 공식 선거 운동 기간을 존중하지 않는 데 초점을두고있다. 선거 전의 약속과 비전을 시작하기 전에 제시하고, 중국 자본의 대규모 유입 선거에서 경쟁자였던 정치인이자 전 총재직이었던 제주도의 도시 개발에 참여했다.",3,"특히 정치권에 대한 탄핵은 선거 공약과 비전을 제시하고, 제주도시개발에 중국 자본이 대량 유입된 데는 제주도시와 경쟁한 정치인, 제주도지사 등과 관련된 객관적인 증거 없이 거짓 정보를 공개함으로써 선거운동 기간을 존중하지 않는 데 초점을 맞추고 있다.",2
231,El interrogatorio duró nueve horas y Won regresó a casa a las 3:00 de la madrugada del sábado 29. ,KBS World,,심문은 9시간 동안 진행되어고 원희룡 지사는 20일 토요일 새벽 3시에 귀가했다. ,2,"심문은 9 시간 동안 지속되었고, 원 총리는 토요일 29시에 아침 3시에 귀국했다.",3,심문은 9 시간 동안 지속되었고 원씨는 토요일 아침 3시에 집으로 돌아왔다.,1
232,[HEADLINE] El presidente Moon Jae In sigue perdiendo apoyo,KBS World,,문재인 대통령 지지율이 계속 하락세이다.,1,"문재인 회장, 계속지지를 잃다.",3,문재인 대통령은 계속해서 지지를 잃고 있다,2
233,"La tasa de apoyo al presidente Moon Jae In y a su partido, The Minjoo, cayó al nivel más bajo desde mayo de 2017, mes en que se celebraron elecciones presidenciales prematuras tras la destitución de la ex presidenta Park Geun Hye. ",KBS World,,destitución문재인 대통령과 여당인 민주당의 지지율이 박근혜 전 대통령의 파면으로 조기 대선을 치른 2017년 5월 이래 최저치로 곤두박칠 쳤다.  ,3,"대통령 문재인 일행의 Minjoo에 대한 지원의 비율 월 2017 년 이후 가장 낮은 수준으로 떨어졌습니다, 전 대통령 박근혜의 축출 이후 한 달 조기 대통령 선거가 일어났다.",2,문재인 대통령과 민주당 지지율은 박근혜 전 대통령의 탄핵 이후 조기 대선이 있었던 2017년 5월 이후 가장 낮은 수준으로 떨어졌다.,1
234,Este es el resultado que arrojó la encuesta realizada por la agencia de estudios de opinión pública Realmeter a 1.005 surcoreanos mayores de edad entre el 13 y el 14 de agosto. ,KBS World,,이는 공식 여론조사기관인 리얼미터가 1005명의 한국 성인을 대상으로 8월 13일-14일간 실시한 여론조사 결과이다.   ,1,"이는 여론 조사 기관인 Realmeter가 8 월 13 일에서 14 일 사이에 거주하는 1,005 명의 한국인을 대상으로 실시한 설문 조사의 결과입니다.",2,여론조사기관인 리얼미터가 1314일 1005명의 고령자 한국인에게 실시한 조사 결과다.,3
235,"En ella el mandatario registró un apoyo popular del 55,6%.",KBS World,,조사에서 대통령 지지율은 55.6%를 기록했다.,1,그것에서 대통령은 55.6 %의 대중적인 지원을 등록했다.,2,그 명령서는 55.6퍼센트의 대중적 지지를 얻었다.,3
236,El porcentaje es el más bajo en lo que va de su administración. ,KBS World,,이는 문재인 정부의 임기 기간 중 가장 낮은 수치이다. ,1,그 비율은 행정부에서 지금까지 최저치이다.,2,그 비율은 행정부에서 가장 낮다.,2
237,"El descenso se debe, según Realmeter, a la reforma del sistema de pensión nacional y a la confianza de la población en el actual Gobierno, que decrece tras ser declarado inocente el ex gobernador de Chungcheong del Sur, Ahn Hee Jung, en su juicio por abuso sexual. ",KBS World,,"리얼미터에 의하면, 지지도 하락의 원인으로 연금제도 개혁 실패와 안희정 전 충청남도 도지사의 성추문이 무죄로 밝혀지면서 떨어진 현 정부에 대한 신임을 꼽는다.  ",2,"Realmeter에 따르면, Realmeter에 따르면, 국민 연금 제도의 개혁과 현 정부의 국민에 대한 신뢰 (무죄로 선언 된 후 감소 함), 남 충의 전 총리 안희정 (An Hee Jung)은 학대에 대한 재판에서 성적인",2,이 감소는 충남 안희정 전 주지사가 성적 학대로 유죄 판결을받은 후 감소하는 현 정부에 대한 국민 연금 제도 개혁과 국민의 신뢰 때문이었습니다.,3
238,"Asimismo el partido en el poder, The Minjoo, perdió apoyo al contar con un 37% de respaldo ciudadano, unos tres puntos porcentuales menos que hace una semana. ",KBS World,,또한 여당인 민주당의 지지도는 지난주보다 3% 포인트 하락한 37%를 기록했다.  ,1,또한 권력자 인 민주 (Minjoo)는 일주일 전보다 약 3 % 포인트 낮은 37 % 시민 지원으로지지를 잃었다.,3,민주당도 1주일 전보다 3%포인트 낮은 37%의 지지를 잃었다.,2
239,"El sondeo presenta un margen de error de 3,1 puntos porcentuales y un nivel de confianza del 95%. ",KBS World,,"이번 조사는 오차범위 3.1% 포인트, 신뢰도 95%이다.  ",2,설문 조사의 오차 범위는 3.1 % 포인트이고 신뢰 수준은 95 %입니다.,1,투표는 3.1 % 포인트의 오차 마진과 95 %의 신뢰 수준을 특징으로합니다.,3
240,[HEADLINE] Las regionales de 2018 registran la 2ª mayor participación de la historia,KBS World,,2018 지방선거 투표율이 2번째로 역대 최고를 기록하다.,1,2018 지역 주민이 역사상 2 번째로 큰 참여를 기록합니다.,2,2018년 지역들은 역사상 2번째로 큰 비중을 차지하고 있다,3
241,"Las elecciones regionales del 13 de junio registraron una participación del 60,2%, según datos provisionales de la Comisión Nacional Electoral. ",KBS World,,"국가선거관리위원회의 사전 집계 자료에 의하면, 지난 6월 13일에 열린 지방선거의 투표율이 60.2%를 기록했다.  ",1,6 월 13 일의 지방 선거는 전국 선거위원회 임시 자료에 따르면 60.2 %의 참여율을 기록했다. ,2,6월 13일 지방 선거는 전국 선거 관리위원회의 잠정 자료에 따르면 60.2 %의 점유율을 기록했다.,2
242,"Eso significa que de los 42.900.000 ciudadanos con derecho de sufragio, 25.840.000 votaron.",KBS World,,"이는 4,290만 명의 유권자 중 2,584만 명이 투표했다는 의미이다. ",1,"투표권이있는 42,900,000 명의 시민 중 25,840,000 명이 투표했습니다. ",2,"이는 42,900,000 명의 투표권 시민 중 25,84만 명이 투표했다는 것을 의미합니다.",3
243,"Dicha tasa es además la segunda más elevada de la historia después del 68,4% de los primeros comicios regionales celebrados en 1995. ",KBS World,,또한 이 수치는 첫 지방선거가 열린 1995년의 역대 최고치인 68.4% 다음으로 가장 높다.  ,1,이 비율은 또한 1995 년에 열린 첫 번째 지방 선거의 68.4 % 이후 역사상 두 번째로 높습니다.,2,이 비율은 1995년 첫 번째 지역 선거의 68.4 %에 이어 역사상 두 번째로 높습니다.,2
244,"Este resultado contradice los pronósticos planteados antes de las elecciones, que vaticinaban una participación relativamente baja al desviarse la atención por la cumbre entre Corea del Norte y Estados Unidos, así como la ya anticipada supremacía del oficialismo sobre la oposición. ",KBS World,,이는 북한과 미국의 정상회담이나 여당 세력이 야당에 절대적 우위를 점하고 있어 관심이 떨어질 것으로 예상한 사전 선거 예측 자료와 정반대의 결과이다.  ,1,"이 결과는 선거 이전의 예측과 반대되는 것으로, 북한과 미국 간의 정상 회담과 반대파에 대한 여당의 예상이 이미 우세한 상황에서 상대적으로 낮은 참가율을 예상했다.",2,이 결과는 북한과 미국의 정상회담에 대한 관심의 빗나가는 상대적으로 낮은 투표율과 야당에 대한 공식주의의 이미 예상된 패권주의에 대한 선거 전의 예측과 모순된다.,3
245,"No obstante, se analiza que el interés de la población en la política, que empezó a aumentar a partir de las protestas contra el gobierno de la ex presidenta Park Geun Hye, su destitución, y las elecciones presidenciales prematuras organizadas en mayo de 2017; ",KBS World,,그러나 박근혜 전 정부에 반대 시위를 시작으로 박근혜 대통령 파면과 2017년 5월 조기 대선을 치르면서 정치에 대한 대중의 관심이 높아졌다고 분석한다. ,1,그러나 2017 년 5 월 조직 된 박근혜 (朴 槿 惠) 전 (前) 대통령 정부의 해임과 해임과 대통령 선거에 대한 항의 시위에서부터 시작된 정치인들의 관심이 증가한 것으로 분석된다. ,2,그러나 박근혜 전 대통령의 탄핵 반대 시위와 2017년 5월 조직된 조기 대통령 선거로 인해 정치에 대한 대중의 관심이 높아졌다는 분석이 있다.,3
246,"se tradujo en altas tasas de participación electoral para las regionales, superando incluso el 20% en la votación anticipada. ",KBS World,,이에 따라 국민들의 지방선거 투표율이 예상보다 20% 상승하게 되었다.  ,3,지방 선거 투표율이 높았고 조기 투표에서 20 %를 능가했다.,1,지역 투표율의 높은 투표율로 번역되어 조기 투표에서 20 %를 초과했습니다.,2
